OrderNumber,OrderStatus,CustomerNumber,CustomerName,OrderDate,ShipDate,PromisedDate,Closed,CreditHold,OnHold,BlanketOrder,Amount,OrderType,CustomerPurchaseOrderNumber,SalesAgent,Division,Warehouse,TaxCode,ShipperID,Attention,FOB,FreightOption,FreightAmount,FreightCost,Email,FreeField1,FreeField2,OrderRemarks,InternalRemarks,OrderRemark3,OrderRemark4,ShipToSequence,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToZip,ShipToCountry,Phone,ShipFromName,ShipFromAddress1,ShipFromAddress2,ShipFromAddress3,ShipFromCity,ShipFromState,ShipFromZip,ShipFromCountry,MiscCharge1,MiscCharge1GL,MiscCharge1Reason,MiscCharge1Tax,MiscCharge2,MiscCharge2GL,MiscCharge2Reason,MiscCharge2Tax,MiscCharge3,MiscCharge3GL,MiscCharge3Reason,MiscCharge3Tax,MiscCharge4,MiscCharge4GL,MiscCharge4Reason,MiscCharge4Tax,NumberOfPallets,ShippingZone,Truck,TruckRunId,TruckRunDate,StopNumber,StandingOrderRelease,ExternalTracking,CreateDate,UpdateDate,items,CustomFields,Month,Week
900244,Entered,0006800,Materion Advanced Materials,2024-11-04 05:00:00,2024-12-12T00:00:00-05:00,2024-12-12T00:00:00-05:00,True,False,False,False,489.6,1,BR4500879182,0006,1,1,100,UPS GROUND,Laurie Hinton,ExWorks-SanAntonioTX,COLLECT,,,,,,SAGE - sales order # 0881413,"UPS Acct. No. 133-023

Shipping: For domestic shipments under 150 lbs., please use our UPS account. 

Any questions regarding shipping contact Laurie Hinton at laurie.hinton@materion.com 

Do not charge insurance on shipments

P.O. No.BR4500879182 must be on all shipping documents and labels
                           
Customer accepts early shipments       
                                   
Email tracking number to purchasing agent, jon.ciccone@materion.com and dan.cogan@materion.com and Laurie.hinton@materion.com

Email invoice to AP3invoices@materion.com.",,,1,Materion Brewster LLC,42 Mt. Ebo Road South,,,Brewster,NY,10509-8950,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-04T17:55:51.34-05:00,2024-12-17T10:35:34.043-05:00,[],{},2024-11-01,2024-11-04
900245,Entered,0014104,Sunlite Plastics,2024-11-01 04:00:00,2024-11-12T00:00:00-05:00,2024-11-12T00:00:00-05:00,True,True,False,False,10454.4,1,896,0012,1,1,100,FEDEX FRT PRIOR,Seth Kralewski,ExWorks-SanAntonioTX,COLLECT,,,,,,SAGE - sales order # 0881446,"FedEx Account No.: 0532-0179-2

All paperwork and and packaging must reflect Sunlite Part # 03-0003 Rev: J

Send all invoices to: accountspayable@sunliteplastics",,,-1,Sunlite Plastics,194N11340 McCormick Dr,,,Germantown,WI,53022,USA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-05T11:37:33.587-05:00,2024-11-12T17:45:16.703-05:00,[],{},2024-11-01,2024-10-28
900246,Entered,0010136,Eagle Picher Technologies,2024-10-24 04:00:00,2024-11-22T00:00:00-05:00,2024-11-22T00:00:00-05:00,True,True,False,False,0.0,1,D225126,0006,1,1,100,R & L CARRIERS,Dillan Whistler,EXworks SanAntonioTX,THIRD PARTY,,,,,,"Sage S/O 0881127 

This is the remaing back oder from release #1 whis shippped on 11/4 for a total of 330 lbs balance of back order is 400 lbs total","THIS IS A BLANKET ORDER 

1st Release - 11-04-2024 for delivery 11/08/2024
2nd Release -12-12-2024 for delivery 12/20/2024

PO No D225126 and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO No,D225126 and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,3,.,"1215 West ""C"" Street",,,Joplin,MO,64801,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-05T11:51:08.69-05:00,2024-12-09T11:13:53-05:00,[],{},2024-10-01,2024-10-21
900247,Entered,0011830,Captek Softgel Int'l,2024-11-05 05:00:00,2024-11-21T00:00:00-05:00,2024-11-21T00:00:00-05:00,True,False,False,False,1250.0,1,107165,0024,1,1,100,UPS GROUND,Ulises Diaz,ExWorks-SanAntonioTX,COLLECT,,,edwardg@capteksoftgel.com,,,SAGE - sales order # 0881468,"UPS Acct. No. X66-33F

Must be from one lot

P.O. Number 107165 must be on all documents including labels. 

All shipments must contain a packing slip referencing PO# 107165, COA and MSDS for each line item. 

Please ship one lot per item where possible.

Please ship on time = 3 days early/ 0 days late based on due dates listed above. 

Gross, Tare and Net weight labels required on each package.

Include on Tech Data Sheet the Date of Manufacture, Retest Date and Country of Origin. 

Tech Data Sheet must be signed by the Chief Chemist. 

Email Tech Data Sheet to Christine Lee at christine@capteksoftgel.com

Email Invoice to AcctsPayable@capteksoftgel.com",,,-1,Captek Softgel Int'l,16218 Arthur Street,,,Cerritos,CA,90703,USA,(562) 921-9511,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-05T16:44:24.967-05:00,2024-11-22T13:17:33.2-05:00,[],{},2024-11-01,2024-11-04
900248,Entered,0002090,Thermo Fisher Scientific,2024-11-06 05:00:00,2024-11-20T00:00:00-05:00,2024-11-25T00:00:00-05:00,True,True,False,False,2820.0,1,445266,0024,1,1,100,R & L CARRIERS,Cathy Thompson,ExWorks-SanAntonioTX,COLLECT,,,jeff.oconnor@alfa.com,,,SAGE - sales order # 0881545,"Certificate of Origin required with all shipments

PO Number 445266 must be on all shipping documents and labels

Tech data must state the following:  
This material is chemically synthesized
Country of Origin:USA 

All products must have the following marked on the inner labels and outer packaging:
Country of Origin: USA 

Email invoice to alfaaesar.accountspay@thermofisher.com

Email tracking information to Cathy.Thompson@ThermoFisher.com

Email Tech Data Sheet and SDS to QCdocs@alfa.com

Email Tech Data Sheet and Certificate of Origin to alfaaesar.qcdocs@thermofisher.com

LTL Carrier should always be R&L:

Freight charges for LTL must notate the following on the BOL:

Freight charges to be billed to:
Thermo Fisher Scientific, Alfa Aesar / FSCOAA
C/O Data2Logistics
P.O. Box 61050
Fort Myers, FL 33913

FOR SHIPMENTS TO WARD HILL, MA:

Do not declare a value for insurance purposes
Do not delcare a value for carriage
PO No must be put in the proper field for FedEx and UPS shipments
PO No 445266 must be on BOL
Shipping paperwork should reflect the name Thermo Fisher Scientific",,,-1,Thermo Fisher Scientific,Chemicals Inc.,2 Radcliff Road,,Tewksbury,MA,01876,USA,(978) 521-6490,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-06T11:28:56.493-05:00,2024-11-20T12:31:33.81-05:00,[],{},2024-11-01,2024-11-04
900249,Entered,0014245,Franklin Engineering Group Inc.,2024-11-06 05:00:00,2024-11-11T00:00:00-05:00,2024-11-11T00:00:00-05:00,True,True,False,False,2808.6213,1,2024089,0006,1,1,100,UPS 3 DAY SEL,Lisa Ferrrando,,PPD & ADDED,1000.0,,lferrando@franklinengineering.com,,,SAGE - Sales order # 0881578,email invoices: jferebee@franklinengineering.com,,,-1,Franklin Engineering Group Inc.,381 Riverside Dr. Suite 200,.,,Franklin,TN,37064,,703-473-2607,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-06T13:24:02.993-05:00,2024-11-12T16:07:46.94-05:00,[],{},2024-11-01,2024-11-04
900250,Entered,0012284,"APC International, Ltd.",2024-11-07 05:00:00,2024-11-26T00:00:00-05:00,2024-11-26T00:00:00-05:00,True,True,False,False,3562.5,1,PI-149623,0024,1,1,100,UPS GROUND,Jennifer Turner,ExWorks-SanAntonioTX,COLLECT,,,,,,SAGE - sales order # 0881589,"UPS Ground Acct. No.:  1E7 122

For NTC 18834 - 1 lot only

Email invoice to: accounting@americanpiezo.com and Ikrape@americanpiezo.com

Date of manufacture and retest date must be on tech data sheet and product labels.

PO No PI-149623 must be on all shipping documents and labels",,,2,"APC International, Ltd.",213 Duck Run Road,,,Mackeyville,PA,17750-0180,USA,(570) 726-6961,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-07T15:47:43.903-05:00,2024-12-06T16:04:09.63-05:00,[],{},2024-11-01,2024-11-04
900251,Entered,0014148,"Stevens Tech., Inc.",2024-11-07 05:00:00,2024-12-12T00:00:00-05:00,2024-12-12T00:00:00-05:00,True,True,False,False,6301.48,1,110424RE241104-,0024,1,1,100,UPS GROUND,Steven Lee,ExWorks-SanAntonioTX,PPD & ADDED,,,th.stevenstekinc@gmail.com,,,SAGE: sales order # 0881611,"UPS Ground Acct. No.:  1E7 122

For NTC 18834 - 1 lot only

Email invoice to: accounting@americanpiezo.com and Ikrape@americanpiezo.com

Date of manufacture and retest date must be on tech data sheet and product labels.

PO No PI-149623 must be on all shipping documents and labels",,,-1,"Stevens Tech., Inc.",40 Burt Dr.,Suite 3,,Deer Park,NY,11729,USA,(631) 232-2943,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,69.02,4100,Freight Charges,N,195,4100,Packaging Charge,N,,,,,,,,,,,,,,0,False,,2024-11-07T16:04:48.223-05:00,2024-12-16T17:10:58.92-05:00,[],{},2024-11-01,2024-11-04
900252,Entered,0012600,"Calvary Industries, Inc.",2024-11-04 05:00:00,2024-11-06T00:00:00-05:00,2024-11-06T00:00:00-05:00,True,True,False,False,441.52,1,05032,0024,1,1,100,UPS GROUND,,ExWorks San AntonioT,,,,lclarke@calvaryindustries.com,,,Sage S/O 0881435,"Part Ship - Ship as follow 

UPS Acct. No.  489-290 {for the 29 Kg partial ship only}
 For the rest of shipment: R & L Carriers Acct No. RPE114",,,1,"JABCO & ASSOCIATES, INC",1188 Ferris Rd,,,Amelia,OH,45102,USA,(513) 874-1113,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-08T09:11:10.58-05:00,2024-11-08T09:12:35.73-05:00,[],{},2024-11-01,2024-11-04
900253,Entered,0013051,Oak Ridge National Laboratory,2024-10-30 04:00:00,2024-11-06T00:00:00-05:00,2024-11-06T00:00:00-05:00,True,False,False,False,0.0,1,Email Sample,0024,1,1,100,FEDEX GROUND,001,ExWorks SanAntonioTX,COLLECT,,,,,,Sage S/O 0881369,,,,2,Oak Ridge National Laboratory,1 Bethel Valley Road,37830 Cental Reserch & Admin Buliding-South,(4500S) RM S162,Oak Ridge,TN,37830,USA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-08T09:32:26.05-05:00,2024-11-08T09:33:51.28-05:00,[],{},2024-10-01,2024-10-28
900254,Entered,0008586,Thermo Fisher (Kandel) GmbH,2024-09-20 04:00:00,2024-11-07T00:00:00-05:00,2024-11-07T00:00:00-05:00,True,True,False,False,16976.0,1,4486990/OP,0024,1,1,100,FEDEX INT'L,,ExWorks SanAntonioTX,,,,,,,Sage S/O 879807,"FedEx Account No. 1296-9028-3

$20 Hazardous material packaging fee has been accouned for in unit price of the material 

Send COS with each shipment

The following must be on all shipping documents including labels and on the invoice:
Country of Orign: USA
PO No.4486990/OP
Thermo Fisher Item No.802199.A1


EORI No. DE977079044413256 must be on shipping labels

Gross, tare, and net weights are required on each package

Send a copy of commercial invoice with all shipments for customs clearance

Email invoice to alfaaesar.accounting.karlsruhe@thermofisher.com

Include wire transfer instructions on the invoice

Send tracking information to Robert Haichel at einkauf.scs@thermofisher.com",,,7,Thermo Fisher (Kandel) GmbH,*EORI-NO DE977079044413256*,,,"Kandel, 76870",.,.,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-08T12:20:11.627-05:00,2024-11-08T12:21:06.377-05:00,[],{},2024-09-01,2024-09-16
900255,Entered,0005042,All Metals Processing,2024-11-08 05:00:00,2024-11-21T00:00:00-05:00,2024-11-21T00:00:00-05:00,True,False,False,False,3474.64,1,PO000241661,0012,1,1,100,UPS GROUND,Eddie De La Cruz,ExWorks-SanAntonio,PPD & ADDED,439.64,,bcervantes@allmetalsprocessing.com,,,SAGE - sales order # 0881072,"PO Number PO000241661 must appear on all related correspondence, product labels, shipping papers and invoices

Tech Data Sheet must have Date of Manufacture and Retest Date.",,,-1,All Metals Processing,8401 Standustrial  Ave.,,,Stanton,CA,90680,USA,(714) 828-8238,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-08T12:52:01.803-05:00,2024-11-22T13:15:47.957-05:00,[],{},2024-11-01,2024-11-04
900256,Entered,0011418,Nutrisol LLC,2024-11-08 05:00:00,2024-12-18T00:00:00-05:00,2025-01-17T00:00:00-05:00,True,False,False,False,23985.0,1,3685,0012,1,1,100,TRUCK,Brent Hagen,ExWorks-SanAntonioTX,THIRD PARTY,,,bhagen@nutrisolsolutions.com,,,SAGE - sales order # 0881622,"See Ben Bruning for 3rd Party Testing
                         
For truck shipments: 
Contact Danielle Edmonds: dedmonds@nutrisolsolutions.com to make arrangements for the truck.  

Mark B/L:  Shipping/Receiving dock time 3 pm to 5 pm

Manufacture and Retest Date required on all TDS

Email tracking number to:
Brent Hagen at bhagen@nutrisol.com
Danielle Edmonds at dedmonds@nutrisol.com

Email invoices: ap@nutrisol.com",,,-1,Nutrisol LLC,2705 N. Mule Ranch Road,,,Corinne,UT,84307,USA,(435) 744-1035,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-08T13:00:08.443-05:00,2024-12-20T16:07:46.127-05:00,[],{},2024-11-01,2024-11-04
900257,Entered,0012766,NEI Corporation,2024-11-07 05:00:00,2024-11-07T00:00:00-05:00,2024-11-07T00:00:00-05:00,True,False,False,False,1902.55,1,PO2855,0024,1,1,100,FEDEX GROUND,Ganesh Skandan,ExWorks SanAntonioTX,COLLECT,,,gskandan@neicorporation.com,,,S/O 0880324,,,,-1,NEI Corporation,400 Apgar Drive,,,Somerset,NJ,08873,USA,(732) 868-1341,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-08T14:03:48.043-05:00,2024-11-08T14:06:08.863-05:00,[],{},2024-11-01,2024-11-04
900258,Entered,0011654,Capital Resin Corporation,2024-11-08 05:00:00,2024-11-15T00:00:00-05:00,2024-11-15T00:00:00-05:00,True,True,False,False,8750.0,1,2024-00-47879,0008,1,1,100,R & L CARRIERS,Cole Edwards,ExWorks-SanAntonioTX,COLLECT,,,gmccollum@capitalresin.com,,,SAE sales order # 0881644,"Cole Edwards - (614) 586-1613

CRC Part No.1-777-00-00 must be on all paperwork

Noah  Code 11272-----CRC Part  No 1-777-00-00 (

Email Certificates of Analysis to COA-docs@CapitalResin.com

Tech Data Sheets must accompany shipment and be emailed to:  COA-Docs@capitalresin.com

Email invoices to:  bmorehart@capitalresin.com",,,-1,Capital Resin Corporation,324 Dering Avenue,,,Columbus,OH,43207,USA,(614) 586-1613,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T09:54:28.62-05:00,2024-11-15T15:20:18.643-05:00,[],{},2024-11-01,2024-11-04
900259,Entered,0012063,HACH Company,2024-11-07 05:00:00,2024-11-08T00:00:00-05:00,2024-11-08T00:00:00-05:00,True,False,False,False,4115.0,1,684700,0024,1,1,100,FEDEX FRT PRIOR,,ExWorks SanAntonioTX,COLLECT,,,,,,Sage S/O 0881600,"FedEx Ground/Air Acct. No. 0503-0114-1 (Ames, IA)

ALWAYS okay to ship early unless otherwise notified for end of year purchases

Do not declare or insure any shipment. HACH is self-insured.

All shipping documents and product labels must contain PO Number.  

Email tracking number to David Moore at damoore@hach.com

Email invoice to accountspayable@hach.com and damoore@hach.com
Send TDS to buyer on PO and Dennis Mokaya at dmokaya@hach.com

Send copy of packing slip with every shipment.",,,1,HACH Company,100 Dayton Ave,,,Ames,IA,50010,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T10:23:40.457-05:00,2024-11-11T10:24:57.733-05:00,[],{},2024-11-01,2024-11-04
900260,Entered,0006610,Spectrum Chemical Mfg. Corp,2024-11-01 04:00:00,2024-11-08T00:00:00-05:00,2024-11-08T00:00:00-05:00,True,True,False,False,1010.5,1,1422921,0024,1,1,100,UPS GROUND,Nancy Shen,Exworks SanAntonioTX,COLLECT,,,,,,S/O 0881391,"UPS Acct. No. 4X2-97X

Certificate of Origin required for all shipments.
Material must be one lot unless prior authorization granted Nancy 

Send COA for QA approval prior to shipping

COA must arrive prior to receipt of shipment and also accompany shipment

The following information must be on the tech data sheet:  Country of Origin, Date of Mfg and Retest date (minimum of 2 years shelf-life required)

Email TDS and tracking number to:  nshen@spectrumchemical.com

Submit copy of invoice with original bill of lading to billing address listed 

Email another copy of invoice to:  ap@spectrumchemical.com

If multiple items incur hazardous packaging and/or fees totaling more than $50.00 you must contact the Purchasing agent for an alternative shipping method.",,,2,Spectrum Chemical Mfg. Corp.,14422 South San Pedro Street,,,Gardena,CA,90248-2027,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T10:37:23.73-05:00,2024-11-11T10:38:29.687-05:00,[],{},2024-11-01,2024-10-28
900261,Entered,0002090,Thermo Fisher Scientific,2024-10-28 04:00:00,2024-11-08T00:00:00-05:00,2024-11-08T00:00:00-05:00,True,True,False,False,601.0,1,444834,0024,1,1,100,R & L CARRIERS,CATHY,Exworks SanAntonioTX,THIRD PARTY,,,jeff.oconnor@alfa.com,,,S/O 0881193,"Certificate of Origin required with all shipments

PO Number must be on all shipping documents and labels

Tech data must state the following:  
This material is chemically synthesized
Country of Origin: USA

All products must have the following marked on the inner labels and outer packaging:
Country of Origin: USA

Email invoice to alfaaesar.accountspay@thermofisher.com

Email tracking information to Cathy.Thompson@ThermoFisher.com

Email Tech Data Sheet and SDS to QCdocs@alfa.com

Email Tech Data Sheet and Certificate of Origin to alfaaesar.qcdocs@thermofisher.com

LTL Carrier should always be R&L:

Freight charges for LTL must notate the following on the BOL:

Freight charges to be billed to:
Thermo Fisher Scientific, Alfa Aesar / FSCOAA
C/O Data2Logistics
P.O. Box 61050
Fort Myers, FL 33913

FOR SHIPMENTS TO WARD HILL, MA:

Do not declare a value for insurance purposes
Do not decalre a value for carriage
PO No mmust be put in the proper field for FedEx and UPS shipments
PO No must be on BOL
Shipping paperwork should reflect the name Thermo Fisher Scientific",,,6,Thermo Fisher Scientific,Alfa Aesar,30 Bond Street,,Ward Hill,MA,01835,USA,(978) 521-6490,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T10:49:20.307-05:00,2024-11-11T10:50:55.877-05:00,[],{},2024-10-01,2024-10-28
900262,Entered,0012785,Consolidated Nuclear Security,2024-11-05 05:00:00,2024-11-05T00:00:00-05:00,2024-11-05T00:00:00-05:00,True,False,False,False,12225.85,1,4300178574,0115,1,1,100,,,"San Antonio, TX",,,,,,,,"SAGE SO 881512

Invoice Only

Email invoice to acctspaymms@pxy12.doe.gov and cc jerry.ladd@pxy12.doe.gov

Email copy of payment table to jerry.ladd@pxy12.doe.gov in a separate email",,,-1,Consolidated Nuclear Security,Accounts Payable,P.O. Box 2009,,Oak Ridge,TN,37831-8265,USA,(865) 576-2826,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,330.66,4100,Milestone 3,N,11265,4100,Milestone 4,N,630.19,4100,Milestone 6,N,,,,,,,,,,0,False,,2024-11-11T11:41:47.273-05:00,2024-11-11T11:42:48.247-05:00,[],{},2024-11-01,2024-11-04
900263,Entered,0008586,Thermo Fisher (Kandel) GmbH,2024-11-11 05:00:00,2024-11-13T00:00:00-05:00,2024-11-13T00:00:00-05:00,True,True,False,False,5960.0,1,4487448/OP,0024,1,1,100,FEDEX INT'L,Robert Haichel,ExWorks-SanAntonioTX,COLLECT,,,eurosale@alfa.com,,,SAGE sales order # 0881666,"FedEx Account No. 1296-9028-3

Send Certificate of Origin with each shipment

The following must be on all shipping documents including labels and on the invoice:
Country of Orign: USA
PO No. 4487448/OP
Thermo Fisher Item No. 044792.Z4

EORI No. DE977079044413256 must be on shipping labels

Gross, tare, and net weights are required on each package

Include wire transfer instructions on the invoice

Send tracking information to purchaser - 
Robert Haichel at robert.haichel@thermofisher.com

Send a copy of commercial invoice with all shipments for customs clearance

Email invoice to alfaaesar.accounting.karlsruhe@thermofisher.com",,,-1,Thermo Fisher (Kandel) GmbH,Postbox 11 07 65,76057 Karlsruhe,,.,.,.,GER,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T12:42:27.663-05:00,2024-11-13T12:01:28.293-05:00,[],{},2024-11-01,2024-11-11
900264,Entered,0012063,HACH Company,2024-11-11 05:00:00,2024-11-12T00:00:00-05:00,2024-11-12T00:00:00-05:00,True,False,False,False,210.0,1,685102,0024,1,1,100,FEDEX GROUND,David Moore,Exworks SanAntonioTX,COLLECT,,,,UPS Ground,,S/O 0881677,"FedEx Ground/Air Acct. No. 0503-0114-1 (Ames, IA)

Ground shipments < 400 lbs or non-haz, use FedEx Ground.

ALWAYS okay to ship early unless otherwise notified for end of year purchases

Do not declare or insure any shipment. HACH is self-insured.

All shipping documents and product labels must contain PO Number 685102.  

Email tracking number to David Moore at damoore@hach.com

Send TDS to David Moore at damoore@hach.com and Dennis Mokaya at dmokaya@hach.com

Send copy of packing slip with every shipment.

Email invoice to accountspayable@hach.com and damoore@hach.com",,,1,HACH Company,100 Dayton Ave,,,Ames,IA,50010,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T15:02:41.597-05:00,2024-12-23T12:35:03.37-05:00,[],{},2024-11-01,2024-11-11
900265,Entered,0012063,HACH Company,2024-11-11 05:00:00,2024-11-12T00:00:00-05:00,2024-11-12T00:00:00-05:00,True,False,False,False,210.0,1,PO 685102,0024,1,1,100,FEDEX GROUND,David Moore,ExWorks-SanAntonioTX,COLLECT,,,,,,SAGE sales order # 0881677,"FedEx Ground/Air Acct. No. 0503-0114-1 (Ames, IA)

Ground shipments < 400 lbs or non-haz, use FedEx Ground.

ALWAYS okay to ship early unless otherwise notified for end of year purchases

Do not declare or insure any shipment. HACH is self-insured.

All shipping documents and product labels must contain PO Number 685102.  

Email tracking number to David Moore at damoore@hach.com

Send TDS to David Moore at damoore@hach.com and Dennis Mokaya at dmokaya@hach.com

Send copy of packing slip with every shipment.

Email invoice to accountspayable@hach.com and damoore@hach.com",,,1,HACH Company,100 Dayton Ave,,,Ames,IA,50010,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T15:06:46.95-05:00,2024-11-12T17:40:45.057-05:00,[],{},2024-11-01,2024-11-11
900266,Entered,0008833,Cosmocel S.A.,2024-11-11 05:00:00,2024-12-11T00:00:00-05:00,2024-12-11T00:00:00-05:00,True,False,False,False,12980.2575,1,071124d,0012,1,1,101,FEDEX FRT ECO,Jackeline Garza,ExWorks-SanAntonioTX,PPD & ADDED,,,,,,SAGE sales order # 0881655,"Ship to Freight Forwarder:
Montalvo Fwd/Sonia Moreno
5606 West Mann Circle
Laredo, Texas 78041
(956)723-5241

Certificate of Origin required for each shipment.

Fax Certificate of Origin to (956)723-9780 and send with shipment

Send two copies of invoice with shipment.

Send original invoice and Cert of Origin to Cosmocel S.A. by any courier.

Email the Certificate of Origin and invoice to Jackeline.Garza@cosmocel.com

Orders are to ship prepay and add per Jackeline Garza (UPS Ground for small non haz or FedEx Freight for larger and hazmat)",,,1,Cosmocel S.A.,5606 West Mann Road,Montalvo Fwd / Sonia Moreno,,Laredo,TX,78041,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T15:27:34.87-05:00,2024-12-16T16:44:49.21-05:00,[],{},2024-11-01,2024-11-11
900267,Entered,0002090,Thermo Fisher Scientific,2024-11-11 05:00:00,2024-11-18T00:00:00-05:00,2024-11-18T00:00:00-05:00,True,True,False,False,850.0,1,445457,0024,1,1,100,FEDEX GROUND,Cathy Thompson,ExWorks-SanAntonioTX,COLLECT,,,cathy.thompson@thermofisher.com,,PO No. 445457   Country of Origin: USA,SAGE sales order # 0881688,"Fedex Ground Account No. 131930984

Certificate of Origin required with all shipments

PO Number 445457 must be on all shipping documents and labels

Tech data must state the following:  
This material is chemically synthesized
Country of Origin: USA

All products must have the following marked on the inner labels and outer packaging:
Country of Origin:USA

Email invoice to alfaaesar.accountspay@thermofisher.com

Email tracking information to Cathy.Thompson@ThermoFisher.com

Email Tech Data Sheet and SDS to QCdocs@alfa.com

Email Tech Data Sheet and Certificate of Origin to alfaaesar.qcdocs@thermofisher.com

FOR SHIPMENTS TO WARD HILL, MA:

Do not declare a value for insurance purposes
Do not declare a value for carriage
PO No 445457 must be put in the proper field for FedEx and UPS shipments
PO No 445457 must be on BOL
Shipping paperwork should reflect the name Thermo Fisher Scientific",,,7,Thermo Fisher Scientific,Alfa Aesar,38 Shelly Road,,Ward Hill,MA,01835,USA,(978) 521-6490,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-11T16:03:59.84-05:00,2024-11-19T17:33:16.91-05:00,[],{},2024-11-01,2024-11-11
900268,Entered,0009665,Acme Aerospace Inc.,2024-11-11 05:00:00,2024-12-09T00:00:00-05:00,2024-12-09T00:00:00-05:00,True,False,False,False,2916.96,1,22096,0006,1,1,100,UPS GROUND,Eric Landers,ExWorks-SanAntonioTX,COLLECT,,,jberlin@acme-aero.com,,,SAGE sales order # 0881699,"UPS Acct. No. A30 32R

Do not declare value for insurance.  Customer is self insured

Cert of compliance required with each order 

Before shipping email Tech Data Sheet to Eric Landers at elanders@acme-aero.com for approval 

Review closely the specific PO 22096 requirements as they may possibly have inspections required and also first article requirements.  

All containers and paperwork must show P.O. number 22096 and Acme part number 2900205-0001. 

The PO requirements V-Z have been reviewed and we now meet A-Y. 
Z Clause applies for (DPAS). They will notify us if this is a DPAS rated order certified for the national defense use.",,,-1,Acme Aerospace Inc.,528 West 21st Street,,,Tempe,AZ,85282,,(480) 894-6864,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2024-11-12T10:39:06.727-05:00,2024-12-03T14:15:42.203-05:00,[],{},2024-11-01,2024-11-11
